$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
1038$Bipolar Depression$9/22/2009 1:55:20 PM$Reviewer: stacyg07, 19-24 Female  on Treatment for 1 to 6 months (Patient) $1$3$5$its ok my moods still up 
1040$Bipolar Depression$9/20/2009 3:56:59 PM$Reviewer: bipolar, 19-24 Female  on Treatment for 1 to less than 2 years$3$3$5$i like this medicine its easies my mood swings but sometimes it dont.  the other meds i was taking made me want to kill my self and so far this one hasnt.  but i think maybe a stronger dose my help keep all of my mood swings stable
1042$Bipolar Depression$9/18/2009 2:59:23 PM$Reviewer: Austin, 45-54 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$I have been on this drug for 3 months now, it is truely a miracle drug as far as I'm concerned, everything else has either made me sick or made my moods swing severly. Give it a try, its well worth it!
1044$Bipolar Depression$9/14/2009 8:24:24 PM$Reviewer: medmad, 25-34 Female  on Treatment for less than 1 month (Patient) $2$2$5$I have only been taking this a few days, but I have extremely low affect, chest tightness and pressure, and severe fatigue, almost to the point of passing out.  Neither of my doctors seems willing to help.
1045$Bipolar Depression$9/14/2009 4:56:03 AM$Reviewer: PsycheDelirium, 19-24 Male  on Treatment for 1 to 6 months (Patient) $5$4$5$"i started this med about a month and a half ago.  i have panic disorder, bipolar, anxiety, and depression - with tremors and twitches as my major tick..  although i feel im a fairly happy person.  its a choice. 
 ive experienced horrible headaches, almost daily - sometimes it will go away for a day, but always comes back - although it didnt get any worse with upping my dose.  i LOVE this medicine.  i have not found IN YEARS any med that works for me.  ive tried seroquel, geodon, haldol, zanax, seroquel, ect. and still havent been satisfied.  i like the almost ""euphoric"" feeling, while not feeling intoxicated, like the benzos.

also, i had a small rash.  it went away in two days.

a will admit, it is MORE difficult to sleep.  when i do, i get a RESTFUL sleep, and dont need coffee in the morning.  ( but now, my mornings are 1 pm => )
im overall satisfied, it is the only med that delays/STOPS my muscle spasms.  im happy.  i still need help, but now i am at a place to start"
1046$Bipolar Depression$9/13/2009 11:07:54 PM$Reviewer: 25-34 Female  on Treatment for less than 1 month (Patient) $2$3$3$"I started it two weeks agao i have noticed a slight change for the better seem to be happier however tummy upset is a slight issue and sleep issues however i also dont think i do medications well i have always had different reactions then average people some burn too fast and some linger when they shouldnt  some dont do a dang thing and some do too much.
i think im ok so far will keep you posted."
1047$Bipolar Depression$9/13/2009 12:33:30 PM$Reviewer: bpd, 25-34 Female  on Treatment for less than 1 month (Patient) $2$2$3$I began Lamictal roughly two weeks ago. I started on the 25mg than was bumped up to 50mg 3 days later. I know have a rash over my entire body! No sore throat, feverish symptoms but now I am confused on whether to quit the med or decrease back to 25mg until I can see my Dr!!! 
1050$Bipolar Depression$9/8/2009 9:54:45 PM$Reviewer: elli, 19-24 Female  on Treatment for less than 1 month (Patient) $4$4$4$I have only been taking Lamictal for about a month for Bipolar 2, so far i have noticed a small change in my mood. I finally feel some happiness in my life. I havent had any really bad side effects other than an upset stomach for about an hour after i take it, and trouble getting to sleep. Once i get to sleep it's great i sleep thought the night. One last side effect for me has been swollen lymph nodes its pretty painfull on my left side. Other than the side effects i feel that Lamical is just what i have been waiting for after all the meds i have tried i think this may be it.
1051$Bipolar Depression$9/6/2009 6:07:17 PM$Reviewer: maryann, 55-64 Female  on Treatment for less than 1 month (Patient) $3$3$3$"I take at night and I have horrible
headaches for a few min. all during the day."
1053$Bipolar Depression$9/2/2009 3:53:39 PM$Reviewer: lgp, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I am a nurse and accidently took a double dose of Lamictal, a total of 800mg.  I experienced absolute loss of motor control, severe visual disturbance, nausea, vomiting, strange and very frightening feelings in my brain. With the above symptoms i could not move at all unless vomiting and then would spill the container due to loss of motor control. I live alone and very far out in the country and couldn't crawl to get the phone but did definately need medical attention. The signs and symptoms of overdose subsided in about 12 hrs but in that amount of time I was sure I was dying.  I now use a pill box since I have had subsequent questions about whether or not I have taken my medication.  Please be careful! 
1054$Bipolar Depression$8/28/2009 10:40:11 AM$Reviewer: AEDANCERCHICK14, 19-24 Female  on Treatment for less than 1 month (Patient) $1$1$1$"This is in response to ""Profsa"". I got the dreaded stevens johnson syndrome as a side effect of Lamictal. The red painful eyes was a symptom of SJS, the allergic reaction. I know you posted about a month ago. But i hope everything is ok with you now. But from my experience...red, swollen, painful puffy eyes were signs that I was getting an allergic reaction, which was when I got the SJS. So please be careful and also watch for swollen glands, sore throat, fever, and headache, as these could also be signs you are getting the allergic reaction. God Bless and I hope all works out for you"
1056$Bipolar Depression$8/26/2009 6:11:08 PM$Reviewer: 35-44 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$4$
1057$Bipolar Depression$8/18/2009 4:46:22 PM$Reviewer: hopeful, 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $4$3$5$I have been bipolar 2 since 2004 I have tried numerous meds I am currently taking 200mg of Lamictal the only problem I have had if I take it at night which makes me sleeply but after about 2 1/2 hours I began to toss and turn waking up tired and grumpy.  I have tried taking it in the morning due to the drowsiness.  As for my mood much better but being tired all the time makes me very irritable.  I also take 30mg of Ritalin for severe depression this helps the tiredness during work but when I crash about 10 hrs after taking it I'm not worth being around.  I'm depressed, have no emotion, have NO motivation.  Don't really no what to do now.  I wish everyone the best of luck no matter what meds you are on do not stop until your doctor tells you to.
1059$Bipolar Depression$8/15/2009 8:23:00 PM$Reviewer: 35-44 on Treatment for 1 to 6 months (Patient) $4$4$5$
1064$Bipolar Depression$8/10/2009 7:17:18 PM$Reviewer: 35-44 Female  on Treatment for 5 to less than 10 years (Patient) $5$5$5$
1071$Bipolar Depression$8/1/2009 11:32:27 PM$Reviewer: 35-44 Female  on Treatment for 10 years or more$5$5$5$
1072$Bipolar Depression$8/1/2009 1:16:03 PM$Reviewer: 25-34 Male  on Treatment for 1 to 6 months (Patient) $4$4$5$Has been great! 100mg mixed with 150mg of Zoloft has realy help in stablizing my moods as well as helping my OCD, depression and anxiety! Not much side effects.
1073$Bipolar Depression$7/30/2009 12:23:19 AM$Reviewer: Thepfam5, 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $3$3$5$"I am on 350 mg of generic Lamictal.  I also take Cymbalta.  I don't really know if this combo is working.  I do know that I have no memory at all.  Can this be a result of ADD only?  I can't remember a thing and I look so stupid.  I hate not knowing if Lamictal is working or not.  No rashes.  I don't seem to have a sense that it is ""working great and has changed my life"". I sleep ok, eat the same, etc.  Is the Lamictal making me so mellow that I don't even realize it?  I still get depressed but not as manic.  OCD, ADD, mood swings are doing me in.  My wife is an angel and has suffered with me.  My 11 year old son is starting to ask, ""Dad, I hate when you can't remember.  Why can't you find your keys?""  I don't feel like life is any better post Lamictal than before.  It is probably helping but I just don't know it.  Maybe I see the side effects more.  Who knows."
1075$Bipolar Depression$7/27/2009 10:22:51 PM$Reviewer: Great stabilizer, 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I've been on Lamictal for over 2 years.  It's by far the best mood stabilizer I've taken.  It's worked when nothing else (neuroleptic, anti-depressants, etc) has.  I also haven't experienced any side effects.  Currently taking 150mg.
1076$Bipolar Depression$7/27/2009 8:16:02 PM$Reviewer: 35-44 Female  (Patient) $4$4$4$panic attacks
1079$Bipolar Depression$7/21/2009 9:57:15 PM$Reviewer: bam, 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $2$1$4$Causing me to have suicidal thoughts.  Want to stay in bed all day.  Want to cry all day.  No motivation or willingness to exist.
1080$Bipolar Depression$7/17/2009 10:49:46 PM$Reviewer: 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$4$Excellent Mood Stabilizer. I have tried many before Lamictal that were intrusive and harsh on my body causing many additional side effects. Lamictal is tolerable for my body and has stabilized my moods well. I would highly recommend lamictal. 
1081$Bipolar Depression$7/16/2009 8:16:37 PM$Reviewer: Amanda, 55-64 Female  on Treatment for 2 to less than 5 years (Patient) $3$2$3$My clinicians all thought this worked well for me but I felt tired and over two years gained thirty pounds. Due to the constant struggle not to gain weight, and not succeeding, I am going off the drug. Most people say this does not cause weight gain but that has not been my experience, although it is difficult to tell how much may also be middle age weight gain. I also experienced night time wakening which added to the weight gain.
1082$Bipolar Depression$7/16/2009 4:42:16 PM$Reviewer: pissed1, 25-34 Female  on Treatment for 1 to 6 months (Patient) $2$1$5$I have bipolar and ptsd. I was put on lamictal 100 mg 2 months ago. I started having migranes, gaining weight and have had absolutley no energy. Now what's worse is this horrible rash. It started out with hives and turned into a rash starting from my arms down my trunk and both legs. I'm so itchy that I feel like shaving my skin off, no joke!!! I can't sleep or even hold the baby right now because the itch is so intense. I've been off this horrible medication for weeks now and things are getting worse. I have used benedryl, topical anti-itch meds and nothing is working I sure would like to know how long it is going to be like this. I would not recomend this medicine to anyone!!!
1083$Bipolar Depression$7/16/2009 3:38:47 PM$Reviewer: 19-24 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$"Amazing. No side effects for me. I can actually see the results. For the first time in my life I'm assertive, and actually get agitated at times. (I kinda was like Eeyore- nothing could really make me mad, I was just always sad.) This has been an amazing discovery for me, because I finally feel more normal. My friends and family see it too. I'm finally giving normal responses instead of being passive and hiding under my rock. 

No sexual side effects for me. 

One concern I've heard though- is that I display symptoms of mania a bit. I never ever have. I only ever expressed depressed and really depressed. So it's something I keep an eye on. "
1084$Bipolar Depression$7/16/2009 7:18:40 AM$Reviewer: anns, 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $5$3$5$I have been taking Lamictal for about a year, 300mg a day, no side effects, actually have had weight loss. My moods are not as extreme. The only downfall is low or no sex drive!!!!!!
1087$Bipolar Depression$7/11/2009 11:05:24 PM$Reviewer: 35-44 on Treatment for 10 years or more (Patient) $4$5$5$
1089$Bipolar Depression$7/8/2009 9:24:53 PM$Reviewer: tryandtryagain, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$5$I am bipolar 2 and have ADD. Lamictal worked for me. I even weaned myself off of it after about 2 years. Now 3 yrs later, that pesky bipolar depression is back and effecting my job, so for insurance reasons, I have been taking the generic version,lamotrogine, which is not as effective as lamictal. I have been on lamotrogine for about a year now (50mg). I get a bad headache if I don't take it on time, I feel like it is not working as well as it did at first and i am slowly becoming a space cadet. Dizzy, forgetful, confused, unmotivated. I have been bipolar for so long and tried soooo many different meds. none of them have been the answer, but lamictal worked the best so far...NOT LAMOTROGINE. Side note on the other meds i have tried: Paxil, Prozac and Wellbutrin =zombie. adderall and ritalin= heart palpatations, major anxiety, shaky, difficulty breathing. (ritalin less bothersome than adderall) Trileptil (oxcarbenzapine)= major allergic reaction (swollen itchy red blistery hands and a rash, but steroids was quickly administered. It wasn't as bad as the other person below. (I feel for you.) I advise when taking any new meds, do it in the daytime when your drs office is open and while someone is with you, just in case of an allergic reaction. A Dr. visit is always cheaper than the emergency room. If you are like me, you just want to feel somewhat productive in this life and not so out of it all the time. Bottom line is that everyone is different and YOU are your best advocate, so speak up and do your research if somethings not working.
1090$Bipolar Depression$7/3/2009 10:56:29 AM$Reviewer: AEDANCERCHICK14, 19-24 Female  on Treatment for less than 1 month (Patient) $1$1$1$"Lamictal has changed my life.and unfortunately not for the better. I started taking Lamictal in 2002.and almost 7 years later I am still suffering the effects Lamictal has left on me. As a result of taking Lamictal,I developed Stevens Johnson Syndrome...this is the ""rash"" the doctor's might tell you about as a side effect. SJS however is far more than that. If you get this so called ""rash"" from Lamictal...it gives you a reaction that litterally makes your skin peel off and blister and cause your skin to have chemical burns from the inside out. This was an extremely awful and painful experience. I was in the burn center for 6 weeks and gave me a ventilator, because the skin on my lungs was sloughing off as a result of the medication and I couldn't breathe on my own. I would give anything to go back and never have taken Lamictal. Maybe for some people, when you have no other option, you might have to use it as a last resort..but for me their were so many other options. You also have to watch out for swollen lymph nodes this could be a sign that you are getting an allergic reaction. The chemical burns from the Lamictal made it so there were blisters in my eyes and now I have unbearable eye pain and eye problems. My eyes do not look normal I have redness pain, dry eye syndrome,(severe,I have to use eyedrops about 10-20 times a day) photophobia,trichiasis,blepharitis,droopy,swollen eyelids, and constant eye infections because of this. I have scars and have also lost all my fingernails and toenails because I lost my nail beds as a direct result of Lamictal. I also am very sensitive to hot and cold temperature and cannot be out for long periods of time.IMPORTANTIf you get SJS..it MIGHT NOT STOP AFTER YOU STOP THE MEDS... IT MAY HAVE TO RUN ITS COURSE!Now,if you are thinking, this happened to just one of those people who are one out of a million, you are wrong The risk is a lot higher than you think. just please be careful and ASK YOUR DOCTOR ABOUT STEVENS JOHNSON SYNDROME"
1093$Bipolar Depression$6/26/2009 10:10:17 PM$Reviewer: bizziojr, 25-34 Male  on Treatment for 1 to 6 months (Patient) $5$5$5$I have always been on just seroquel, but now i take the seroquel and lamictal HS, for the last 2 months and i have noticed a great change in my moods. A lot more stable then ever in my life!
1094$Bipolar Depression$6/25/2009 6:17:23 PM$Reviewer: 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I have been taking 200mg for almost 5 years now. My depression has lifted for the first time in 25 years. I have had no side effects. It's a wonder drug for me!!!
1096$Bipolar Depression$6/24/2009 2:31:54 PM$Reviewer: chubby, 35-44 Female  on Treatment for 1 to less than 2 years$4$4$5$I have been on this medication for a little over a year.  We have been slowly increasing my dosage as needed so my ups and downs are less frequent.  This medication has been wonderful and life changing.  The only downfall is the weight gain.  30 pounds in 1 year. I watch what I eat and get regular exercise, but am unable to loose any of the weight.  
1098$Bipolar Depression$6/23/2009 2:52:06 AM$Reviewer: curlyrican, 25-34 Female  on Treatment for less than 1 month (Patient) $3$3$3$"I have been taking the generic form of this medicine for a little over 3wks now. I have noticed an improvement in my mood which is a good thing. I started at 25mg on week 1, 50 mg week 2 & now 100 mg since week 3. At first I had minor nasuea 1st few days that I could deal with that got better but it seemed like each increase I did I had the same thing happening & my tounge and a tingling sensation. On week two I got a smooth red rash that was very itchy and became worried. I was told it wasn't the ""lamictal rash"" *which would be on my trunk and spread"" and was given some cream. I noticed some acne and now I have devoloped another itchy rash this time small red bumps on my legs, back & chest. I went to the Dr today and was told that ""the lamictal rash is a blister rash"" apply a different Rx cream & ""just keep an eye on it."" I have never had a problem with rashes before taking this medicine and I can't help but think that even though not the life threating oozing ""lamictal rash"" it is still being caused by this medicine."
1099$Bipolar Depression$6/18/2009 4:48:55 PM$Reviewer: tyrod39, 35-44 Male  on Treatment for 1 to 6 months (Patient) $3$3$5$My ups and downs are lessoned during the day.
1100$Bipolar Depression$6/18/2009 11:20:51 AM$Reviewer: Mknzi, 25-34 Female  on Treatment for less than 1 month (Patient) $3$1$3$I am a black woman, 34 yrs and the drug in three weeks did wonders for mood but chaos for my life as I got the dreaded Stephens Johnson Synndrome. Scary!!! The rash, swollen lymph glands, eyes, sore throat. Luckily, most of the skin peeling was to the mouth, nostrils and lips. I have to find alternate ways of beating this bioplar 2. NO DRUGS for me!!!This has been a life-changing episode.
1104$Bipolar Depression$6/16/2009 10:51:53 AM$Reviewer: jennyv, 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $4$4$4$I was on this medication for 1 year. I started with the lowest dosage and got up to 250mg daily. I never had any problems or side effects. 
1107$Bipolar Depression$6/14/2009 12:01:20 PM$Reviewer: jeff, 45-54 Male  on Treatment for 1 to 6 months (Caregiver) $3$3$5$My husband has been diagnosed bipolar, used to take seroquel and prozac and his moods were good, but old dr. took him off and he got worse, he didnt like seroquel due to weight gain and drowiness, new dr. put him on 100 mg. lamictal and tamezepan 15mg. He has been on meds for about a month, He is still very irritable and feels agitated he says, also tightening in his chest some, I have notieced his irritability, his depression is better, Any ideas, maybe their is something out there to go along with this lamictal. Sleeping better due to tamapan. Email me @[email protected], Thanks and advice would be helpful. 
1108$Bipolar Depression$6/11/2009 4:26:03 PM$Reviewer: MhCOS, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $4$4$5$I have been on Lamictal 200 mg for almost two years and I feel that it may be loosing it's effectiveness. The depressive episodes have been worse in the past 6 months but, this could be due to the stress of loosing my job.  Over all it has been controlled the biplar with relatively few side effects. The only realy big negative is how expensive this medication is.  Without insurance, I would not be able to take it. 
1110$Bipolar Depression$6/8/2009 2:30:31 PM$Reviewer: loo, 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$5$I have never really had side effects, though we had to play with timming. Sometimes it affected my ability to stay awake or asleep. I have been on it for about 7 months after gaining 25 pounds in 5 weeks with Seroquel. I feel able to care for my family and even pick up a hobby. I still have lower days, but nothing I can;t handle with a little down time. My doc actually lowered my dose from 200mg to 100mg and it cut down my aggitation and lows. He said being on too much can look like not enough if you were fine, then had mild episodes again. It did make my acne worse, but not dangerous. 
1111$Bipolar Depression$6/5/2009 11:42:54 PM$Reviewer: SHERRY, 25-34 Female  on Treatment for less than 1 month (Patient) $3$3$5$I'VE ONLY BEEN TAKING IT FOR 3 WEEKS AND NO RASH
1112$Bipolar Depression$6/3/2009 8:03:25 PM$Reviewer: caligal2009, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $4$2$5$I have very mild bipolar symptoms without meds; I take 25 mg/day of lamotrigine (generic lamictal).  I don't have any episodes of hyomania and feel great!  I still feel depressed sometimes, but the episodes are less severe.  Unfortunately, I am exhausted most days...
1113$Bipolar Depression$6/3/2009 10:46:58 AM$Reviewer: M88kypoo, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $3$2$4$I have a mixed perspective on Lamictal. I started out about 2 years ago at 100mg and since have doubled to 200mg. i am also on Cymbalta and Trazedone for sleep. I'm developing a serious sugar overeating habit.I have also gained weightsince I started on the Lamictal and have not been able to lose it even though I go to the gym 3-4 days a week. I'm not sure the drug is doing any good anymore due to little change in my mood swings and thoughts of suicide though these thoughts come and go quickly. Overall, I think Lamictal was good for me for awhile, but I'm thinking it has started to lose its effectiveness. My doctor says that 200 mg is the highest I can go on it and that's what I'm taking. so I'm a little frustrated.
1114$Bipolar Depression$6/3/2009 2:41:17 AM$Reviewer: gblaca, 45-54 Male  on Treatment for 1 to less than 2 years (Patient) $2$1$5$I went up slowly from 25 mg to 125 mg over 1 year, and at 125 mg I am drowsy, depressed, and anxious. My mood stabilized from mania, but I am still depressed, procrastinate alot, and cannot get much done. I don't seem to enjoy things.
1116$Bipolar Depression$6/2/2009 3:07:39 PM$Reviewer: dkf, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $5$5$3$"This drug is the bomb.  I was on Seroquel and Zyprexa for years, and although I felt well with those two, I just kept gaining so much weight, going from 190 lbs to 270 lbs in five years.

My bi-polar symptoms started to come back albeit in a manageable way.

It seems that for my doctor he saw this as a good ""excuse"" to put me on Lamictil.  He could not have made a better decision.

It took some time and dosage adjustments and in addition balance this with treating my other issues.

However, I started to lose my weight, and at the same time, my moods have been stable for nearly two years.

Like any other drug, it won't work for everyone, but with my experience with losing my weight and having my moods stabilized this is worth a consideration by you and and your doctor.

The knock down in ease of use is that I need to take two 150 mg for 300 mg.  It may never happen but I would like to see a single 300 mg."
1117$Bipolar Depression$6/1/2009 12:29:03 AM$Reviewer: Rachelr0875, 13-18 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$5$I take a total of 300 mg a day of lamictal, in addition to 10 mg of lexapro and 3 mg of Ativan, and i feel a lot better. I am more stable. But on the down side, I have gained over 50 pounds, i have no idea which drug it is from, but I have a better life because of the medication, im trying to get past the weight gain and other side effects.
1118$Bipolar Depression$5/29/2009 10:48:11 PM$Reviewer: anonymous, 19-24 Male  on Treatment for less than 1 month (Patient) $4$1$4$Wow within a couple of hour of taking the first pill my world\ mood changed. instead of constantly wanting to hurt others and myself and screaming at people for the simplest\stupidest things i could think clearly, and just overall felt more outgoing and friendly within just a few days. with the good come the bad unfortunately after about 5 days i started having sever tremors every time i moved my eyes and head. horrible side effect it felt like i was being tazed by the cops in my back every 10-15 seconds for 3-5 seconds. i started reading reviews on this site and stopped taking it before they got worse, they still did though. this sucks because the side effects were horrible but the way it helped was awesome.
1120$Bipolar Depression$5/29/2009 9:46:28 AM$Reviewer: Aprilsmom, 13-18 Female  on Treatment for 1 to 6 months (Caregiver) $5$5$5$"My daughter has been on this med for a month (25mg morning/night). She was on 60 mg prozac,wellbutrin and YAZ and she still could not function longer than a few hours. Her thoughts of not wanting to go on were increasing by the day. Since being on the med she has had aggitaion but no big depressive episodes. She went out with friends,had a sleepover, washed the dogs and has been able to be helpful around the house. This kid had been sleeping an average of 18 hours a day for the last 4 months (had to drop regular school) so you can imagine my joy as her mom. She has just been increased to 50 mg(am)/25 (pm), takes YAZ, and 20 mg of prozac. She had a rough few days as of late but it is to be expected, I think.    
"
1121$Bipolar Depression$5/29/2009 7:06:50 AM$Reviewer: Bazboy, 35-44 Male  on Treatment for 1 to 6 months (Patient) $5$5$5$So far this has been a wonder drug for me. I am more interested in life and have more energy. Still experimenting with the dosage.
1122$Bipolar Depression$5/29/2009 1:20:55 AM$Reviewer: crzybtch, 45-54 Female  on Treatment for 1 to 6 months (Patient) $3$3$5$I ve recently been diagnosed with repid cycling bipolar and ptsd.Ive had depression for years and it was probably bipolar all along. I am currently taking 300 mg lamictal,2mg clonepine,and 225 effoxor.I was on seroqual but my psych took me off because of the weight gain and more severe depression.My family all notices a difference in my attitude and anger. Im worried about being flatlined from all the drugs.I know this is a trial and error process,I guess i want immediate  wellness,which realistically is not going to haappen. they are talking about a 30 day drug tweak(in-patient) not real thrilled about that. I just want an even life,not so far down and not so high up,even though i like the manic me better!My relationship is suffering, I havnt worked in 2 years,we were always a 2 income household,now sometimes i dont leave the house for days.i am not married,but my guy has stuck through all of this.I dont know howe i would of left along time ago.Does anyone have the same problems as me?
1125$Bipolar Depression$5/27/2009 11:52:28 PM$Reviewer: Barbie1977, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I have been on Lamictal for 3 years. Everyone i know say they can see a huge difference in my mood and temper! I think that Lamictal is a life saver for me, i myself have seen a huge difference, i have my life back in order!!
1130$Bipolar Depression$5/22/2009 11:19:21 AM$Reviewer: ccrazy, 25-34 Male  on Treatment for 1 to less than 2 years (Patient) $1$1$2$this medication has counter acted with my other meds and i have experienced some of the less common sideeffects.
1132$Bipolar Depression$5/20/2009 11:07:01 AM$Reviewer: jade, 45-54 on Treatment for less than 1 month (Patient) $3$4$4$Been on generic for almost a month. I take this also for seizures started on 50mg and now I am on 100 mg. I am experiencing constant nausea and stomach pains and have lost weight. otherwise I feel mentally much better. I just hope the side effects ease up. I have had no seizures...I would rather have the side effects than depression and seizures...
1137$Bipolar Depression$5/10/2009 9:32:00 PM$Reviewer: 13-18 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$I am a teenager, so my hormones are a rollercoaster. Suprisingly a low dose of this medication helps me very much. I am very satisfied.
1141$Bipolar Depression$5/3/2009 2:51:29 PM$Reviewer: feedup, 25-34 Female  on Treatment for less than 1 month (Patient) $1$1$2$I started this med a week ago, they say Im bipolar II which means I have hypomania and depression.  I know it takes a while to get into your system but I can already feel the effects. I have blurred vision all the time, and I feel like a zombia, Im always depressed can't even smile.  I kinda liked having the hypomania part of the disorder at least then people liked to be around me. I know others have noticed a change in me because they tell me they don't like my attitude, and I have to work with ALOT of people and care for teenagers who are brutally honest. Im sick of explaining myself. I was diagnoised 2months ago and still havent gotten better I cry all the time and Im very angry and I fight with my partner all day every day. I hate how I feel why does it take so long why don't the doctors really listen Im sorry but they are a joke. I don't even know if I agree with them about being bipolar everyone else that knows me and that I have worked with for 7yrs feel im not and just think Im ADHD which that is what I agree with. But no damn doctors won't listen Im really about to bug on them and tell them about themselves Im the one paying them and for what to feel like crap everyday what a joke. I just want to be happy and function and be the best that I can be as a mother, counselor and wife. This medication has sucked the joy out of me which prior to had none anyways but somehow I do feel worse, and this rash thing scares the crap out of me. I have enough medical problems as it is don't need anymore, and I am very young I just want to enjoy life instead of wanting to end it...
1142$Bipolar Depression$5/3/2009 12:23:03 AM$Reviewer: traftnuc, 35-44 Male  on Treatment for 2 to less than 5 years (Patient) $1$1$1$have increased from 200mg to 400 mg now having very vivid scary dreams.
1149$Bipolar Depression$4/17/2009 11:22:27 PM$Reviewer: Gingertail, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$"This medication has changed my life dramatically. I had been on Zoloft and just about every other antidepressant but Lamictal has worked and continues to work.  I never thought I'd be able to feel even the least bit happy but this medication has done just that. The depression is still there but nothing like it used to be. Thank goodness. If your current medication seems to have lost it's ""magic"" I strongly recommend discussing this medication with your doctor. It's done wonders for me and my family is very happy as well. Good luck"
1153$Bipolar Depression$4/10/2009 3:40:06 PM$Reviewer: aedancerchick14, 19-24 Female  on Treatment for less than 1 month (Patient) $1$1$1$"Lamictal has changed my life....and unfortunately...not for the better. I started taking Lamictal in 2002...and almost 7 years later I am still suffering the effects Lamictal has left on me. As a result of taking Lamictal,I developed Stevens Johnson Syndrome...this is the ""rash"" the doctor's might tell you about as a side effect. SJS however is far more than that. If you get this so called ""rash"" from Lamictal...it gives you a reaction that litterally makes your skin peel off and blister and cause your skin to have chemical burns from the inside out. This was an extremely awful and painful experience. Lamictal sent me to the burn center for 6 weeks and gave me a ventilator, because the skin on my lungs was sloughing off as a result of the medication and I couldn't breathe on my own. I would give anything to go back and never have taken Lamictal. Maybe for some people, when you have no other option, you might have to use it as a last resort..but for me their were so many other options. You also have to watch out for swollen lymph nodes this could be a sign that you are getting an allergic reaction. The chemical burns from the Lamictal made it so there were blisters in my eyes and now I have unbearable eye pain and eye problems. My eyes do not look normal I have redness pain, dry eye syndrome,(severe,I have to use eyedrops about 10-20 times a day) photophobia,trichiasis,blepharitis,droopy,swollen eyelids, and constant eye infections because of this. I have scars and have also lost all my fingernails and toenails because I lost my nail beds as a direct result of Lamictal. I also am very sensitive to hot and cold temperature and cannot be our for long periods of time. It is such a hassle and has hindered me in life. Now,if you are thinking, this happened to just one of those unlucky people who are one out of a million, you are wrong The risk is a lot higher than you think. It is 1/100. just please be careful and ASK YOUR DOCTOR ABOUT STEVENS JOHNSON SYNDROME. God Bless"
1154$Bipolar Depression$4/10/2009 8:13:03 AM$Reviewer: 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $4$4$4$When I first started on Lamictal it was not effective due to the low dosage.  It took about 9 months to increase to 150 mg/day, which is just right.  I sleep normally.  On occasion I get super stressed from life, so I take 2 mg Valium.  My P-doc would not let me switch to generic b/c of it's ineffectiveness.  If I miss a dose, I feel real blah, nothing, and sleepy.  This med is so good no one believes that I am bipolar.
1156$Bipolar Depression$4/7/2009 10:25:21 AM$Reviewer: ronnie123, 45-54 Female  on Treatment for 6 months to less than 1 year$5$5$5$i have been on this drug for 6 months and it is great.  i am back to my normal self.  i have not gained any weight. i also take 10 mg of lexapro and that is a great combination.
1157$Bipolar Depression$4/2/2009 10:41:00 AM$Reviewer: tms620, 35-44 Female  on Treatment for 1 to 6 months (Patient) $2$1$2$I started this med at 25mgs. After a few months another Doctor upped it to the 50mg for 2 weeks, then 100mg. After upping this ive noticed the itchieness, red marks an a few blisters. My coordination is off an headaches. Has anyone else had this happen?. I quit taken it, then after being sick i said the hec with it an took 50mgs to stop the effects. Im not as nausious but the head rushes, head aches wow. Any info would be helpful.
1158$Bipolar Depression$4/1/2009 4:31:11 PM$Reviewer: motherof4, 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$This mebication has made a big difference in me and my husband. I feel great. If I skip a dose I know it because i get moody again. I love this medication and would recomend it to everyone.
1163$Bipolar Depression$3/30/2009 8:15:57 AM$Reviewer: Priss, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $4$3$4$I have been reluctant to exercise since on this med and therefor have gained some weight 3-5 lbs. I believe it has something to do with the way it effects me sleep but I am just geussing.
